Trait,fpScoreSetID,ScoreSetCreationDate,fpNodeId,sampleNum,Value,Row,Column,line id,line name,packet_stemid,position,pot_stemid
seed weight,293,20190208,280597,1,3.68,4,6,193,THORNBILL,ST50PKT0YJGX,1D6,ST50PT0W36H
seed weight,293,20190208,280598,1,6.44,4,7,197,MITRE,ST50PKT0YJGW,1D7,ST50PT0W35Q
seed weight,293,20190208,280599,1,1.03,4,8,44,COOK,ST50PKT0YJGV,1D8,ST50PT0W45Y
seed weight,293,20190208,280600,1,12.67,4,9,180,CAMM,ST50PKT0YJGT,1D9,ST50PT0W390
seed weight,293,20190208,280601,1,9.05,4,10,144,SUNBROOK,ST50PKT0YJGS,1D10,ST50PT0W3M5
seed weight,293,20190208,280602,1,4.44,4,11,283,ZIPPY,ST50PKT0YJGR,1D11,ST50PT0W2RT
seed weight,293,20190208,280603,1,4.22,4,12,271,KUKRI,ST50PKT0YJGQ,1D12,ST50PT0W2V4
seed weight,293,20190208,280604,1,8.77,5,1,248,SUNVEX,ST50PKT0YJGP,1.00E+01,ST50PT0W30W
seed weight,293,20190208,280605,1,10.51,5,2,184,ARRINO,ST50PKT0YJGN,1.00E+02,ST50PT0W387
seed weight,293,20190208,280606,1,4.95,5,3,283,ZIPPY,ST50PKT0YJKV,1.00E+03,ST50PT0W2RS
seed weight,293,20190208,280607,1,6.69,5,4,105,TASMAN,ST50PKT0YJKT,1.00E+04,ST50PT0W3PX
seed weight,293,20190208,280608,1,3.98,5,5,88,JANZ,ST50PKT0YJKS,1.00E+05,ST50PT0W3RL
seed weight,293,20190208,280609,1,4.62,5,6,275,WYALKATCHEM_HE,ST50PKT0YJKR,1.00E+06,ST50PT0W2TC
seed weight,293,20190208,280610,1,10.73,5,7,266,RAVEN,ST50PKT0YJKQ,1.00E+07,ST50PT0W2Q8
seed weight,293,20190208,280611,1,1.78,5,8,195,CHARA,ST50PKT0YJKP,1.00E+08,ST50PT0W363
seed weight,293,20190208,280612,1,2.55,5,9,273,QUARRION,ST50PKT0YJKN,1.00E+09,ST50PT0W2TQ
seed weight,293,20190208,280613,1,7.04,5,10,269,GLUYAS_EARLY,ST50PKT0YJKM,1.00E+10,ST50PT0W2PP
seed weight,293,20190208,280614,1,NA,5,11,46,LANCE,ST50PKT0YJKL,1.00E+11,ST50PT0W45J
seed weight,293,20190208,280615,1,6.41,5,12,44,COOK,ST50PKT0YJKK,1.00E+12,ST50PT0W45X
seed weight,293,20190208,280616,1,4.42,6,1,86,COBRA,ST50PKT0YJKJ,1F1,ST50PT0W3RZ
seed weight,293,20190208,280617,1,NA,6,2,35,WW15,ST50PKT0YJKH,1F2,ST50PT0W4BX
seed weight,293,20190208,280618,1,NA,6,3,274,TENNANT,ST50PKT0YJKG,1F3,ST50PT0W2TK
seed weight,293,20190208,280619,1,8.48,6,4,32,KITE,ST50PKT0YJKF,1F4,ST50PT0W4CH
seed weight,293,20190208,280620,1,4.31,6,5,158,BAXTER,ST50PKT0YJKD,1F5,ST50PT0W3GW
seed weight,293,20190208,280621,1,2.86,6,6,144,SUNBROOK,ST50PKT0YJKC,1F6,ST50PT0W3M4
seed weight,293,20190208,280622,1,4.99,6,7,206,MAROMBI,ST50PKT0YJKB,1F7,ST50PT0W3BM
seed weight,293,20190208,280623,1,2.79,6,8,238,AXE,ST50PKT0YJK9,1F8,ST50PT0W2ZL
seed weight,293,20190208,280624,1,6.31,6,9,71,MACHETE,ST50PKT0YJK8,1F9,ST50PT0W42B
seed weight,293,20190208,280625,1,7.1,6,10,214,ELLISON,ST50PKT0YJK7,1F10,ST50PT0W2XS
seed weight,293,20190208,280626,1,12.57,6,11,162,PERSIA79,ST50PKT0YJK6,1F11,ST50PT0W3G3
seed weight,293,20190208,280627,1,5.64,6,12,209,QT7208,ST50PKT0YJK5,1F12,ST50PT0W3B1
seed weight,293,20190208,280628,1,5.21,7,1,62,COCAMBA,ST50PKT0YJK4,1G1,ST50PT0W442
seed weight,293,20190208,280629,1,7.33,7,2,254,EGA_WILLS,ST50PKT0YJK3,1G2,ST50PT0W2WT
seed weight,293,20190208,280630,1,1.72,7,3,142,CUNDERDIN,ST50PKT0YJK2,1G3,ST50PT0W3JC
seed weight,293,20190208,280631,1,1.8,7,4,203,LORIKEET,ST50PKT0YJK1,1G4,ST50PT0W3C6
seed weight,293,20190208,280632,1,1.3,7,5,18,DUNDEE,ST50PKT0YJK0,1G5,ST50PT0W4G6
seed weight,293,20190208,280633,1,1.2,7,6,286,CMSS97MOO316S-OP20M-OP20Y-43M-0Y,ST50PKT0YJJZ,1G6,ST50PT0W2R6
seed weight,293,20190208,280634,1,10.43,7,7,277,HARPER,ST50PKT0YJJY,1G7,ST50PT0W2SY
seed weight,293,20190208,280635,1,6.79,7,8,135,CL3,ST50PKT0YJJX,1G8,ST50PT0W3KQ
seed weight,293,20190208,280636,1,1.15,7,9,28,LANCER,ST50PKT0YJJW,1G9,ST50PT0W4D8
seed weight,293,20190208,280637,1,6.66,7,10,12,SABRE,ST50PKT0YJJV,1G10,ST50PT0W48X
seed weight,293,20190208,280638,1,11.07,7,11,162,PERSIA79,ST50PKT0YJJT,1G11,ST50PT0W3G2
seed weight,293,20190208,280639,1,9.79,7,12,84,MISKLE,ST50PKT0YJJS,1G12,ST50PT0W3Y6
seed weight,293,20190208,280640,1,3.48,8,1,123,HOUTMAN,ST50PKT0YJJR,1H1,ST50PT0W3VH
seed weight,293,20190208,280641,1,11.62,8,2,241,MERINDA,ST50PKT0YJJQ,1H2,ST50PT0W2Z0
seed weight,293,20190208,280642,1,9.78,8,3,21,INSIGNIA,ST50PKT0YJJP,1H3,ST50PT0W4FM
seed weight,293,20190208,280643,1,3.78,8,4,268,FRONTANA,ST50PKT0YJJN,1H4,ST50PT0W2PV
seed weight,293,20190208,280644,1,3.27,8,5,118,ARNHEM,ST50PKT0YJJM,1H5,ST50PT0W3WG
seed weight,293,20190208,280645,1,3.56,8,6,175,MULGARA,ST50PKT0YJJL,1H6,ST50PT0W3CL
seed weight,293,20190208,280646,1,5.57,8,7,117,BARUNGA,ST50PKT0YJJK,1H7,ST50PT0W3WN
seed weight,293,20190208,280647,1,4.06,8,8,243,MACE,ST50PKT0YJJJ,1H8,ST50PT0W2YM
seed weight,293,20190208,280648,1,8.38,8,9,281,WEDIN,ST50PKT0YJJH,1H9,ST50PT0W2S6
seed weight,293,20190208,280649,1,3.48,8,10,158,BAXTER,ST50PKT0YJJG,1H10,ST50PT0W3GV
seed weight,293,20190208,280650,1,4.1,8,11,4,GABO,ST50PKT0YJJF,1H11,ST50PT0W476
seed weight,293,20190208,280651,1,10.73,8,12,164,POLAND9,ST50PKT0YJJD,1H12,ST50PT0W3FQ
seed weight,293,20190208,280652,1,6.58,9,1,66,CORELLA,ST50PKT0YJJC,1I1,ST50PT0W439
seed weight,293,20190208,280653,1,8.83,9,2,46,LANCE,ST50PKT0YJJB,1I2,ST50PT0W45H
seed weight,293,20190208,280654,1,2.35,9,3,278,KING_ROCK,ST50PKT0YJJ9,1I3,ST50PT0W2SS
seed weight,293,20190208,280655,1,4.83,9,4,252,PEAKE,ST50PKT0YJJ8,1I4,ST50PT0W2PF
seed weight,293,20190208,280656,1,NA,9,5,173,PBW343,ST50PKT0YJGM,1I5,ST50PT0W3CY
seed weight,293,20190208,280657,1,7.28,9,6,116,FRAME,ST50PKT0YJGL,1I6,ST50PT0W3WT
seed weight,293,20190208,280658,1,11.87,9,7,41,MERLIN,ST50PKT0YJGK,1I7,ST50PT0W49R
seed weight,293,20190208,280659,1,1.7,9,8,82,WILGOYNE,ST50PKT0YJGJ,1I8,ST50PT0W3YL
seed weight,293,20190208,280660,1,3.03,9,9,130,SWIFT,ST50PKT0YJGH,1I9,ST50PT0W3N9
seed weight,293,20190208,280661,1,7.45,9,10,113,BD159,ST50PKT0YJGG,1I10,ST50PT0W3XF
seed weight,293,20190208,280662,1,3.43,9,11,213,EGA_WEDGETAIL,ST50PKT0YJGF,1I11,ST50PT0W2XZ
seed weight,293,20190208,280663,1,2.67,9,12,143,CARNAMAH,ST50PKT0YJGD,1I12,ST50PT0W3MD
seed weight,293,20190208,280664,1,NA,10,1,196,MIRA,ST50PKT0YJGC,1J1,ST50PT0W35X
seed weight,293,20190208,280665,1,7.1,10,2,92,CUNNINGHAM,ST50PKT0YJGB,1J2,ST50PT0W3QS
seed weight,293,20190208,280666,1,11.94,10,3,202,STYLET,ST50PKT0YJG9,1J3,ST50PT0W3CD
seed weight,293,20190208,280667,1,6.8,10,4,64,WYUNA,ST50PKT0YJG8,1J4,ST50PT0W43N
seed weight,293,20190208,280668,1,4.32,10,5,247,NAPAROO,ST50PKT0YJG7,1J5,ST50PT0W312
seed weight,293,20190208,280669,1,1.96,10,6,131,SUNVALE,ST50PKT0YJG6,1J6,ST50PT0W3N3
seed weight,293,20190208,280670,1,1.54,10,7,72,VULCAN,ST50PKT0YJG5,1J7,ST50PT0W424
seed weight,293,20190208,280671,1,3.02,10,8,223,AGT_SCYTHE,ST50PKT0YJG4,1J8,ST50PT0W343
seed weight,293,20190208,280672,1,2.32,10,9,19,ETAWAH,ST50PKT0YJG3,1J9,ST50PT0W4G0
seed weight,293,20190208,280673,1,0.77,10,10,182,ANLACE,ST50PKT0YJG2,1J10,ST50PT0W38M
seed weight,293,20190208,280674,1,2.07,10,11,106,PELSART,ST50PKT0YJG1,1J11,ST50PT0W3PQ
seed weight,293,20190208,280675,1,4.28,10,12,22,OLYMPIC,ST50PKT0YJG0,1J12,ST50PT0W4FF
seed weight,293,20190208,280676,1,5.3,11,1,69,WARBLER,ST50PKT0YJFZ,1K1,ST50PT0W42Q
seed weight,293,20190208,280677,1,1.56,11,2,194,PARDALOTE,ST50PKT0YJFY,1K2,ST50PT0W369
seed weight,293,20190208,280678,1,4.39,11,3,122,CADOUX,ST50PKT0YJFX,1K3,ST50PT0W3VP
seed weight,293,20190208,280679,1,3.76,11,4,200,FROST_RESISTANT_(RUDY),ST50PKT0YJFW,1K4,ST50PT0W354
seed weight,293,20190208,280680,1,4.02,11,5,170,AZERBAIJAN_W73337,ST50PKT0YJFV,1K5,ST50PT0W3DK
seed weight,293,20190208,280681,1,1.97,11,6,253,AGT_KATANA,ST50PKT0YJFT,1K6,ST50PT0W2P7
seed weight,293,20190208,280682,1,5.07,11,7,161,ITALY29,ST50PKT0YJFS,1K7,ST50PT0W3G9
seed weight,293,20190208,280683,1,2.04,11,8,105,TASMAN,ST50PKT0YJFR,1K8,ST50PT0W3PW
seed weight,293,20190208,280684,1,3.06,11,9,157,SILVERSTAR,ST50PKT0YJFQ,1K9,ST50PT0W3H2
seed weight,293,20190208,280685,1,6.9,11,10,50,BINDAWARRA,ST50PKT0YJFP,1K10,ST50PT0W44S
seed weight,293,20190208,280686,1,7.25,11,11,21,INSIGNIA,ST50PKT0YJFN,1K11,ST50PT0W4FL
seed weight,293,20190208,280687,1,1.8,11,12,76,GUARDIAN,ST50PKT0YJFM,1K12,ST50PT0W3ZR
seed weight,293,20190208,280688,1,7.62,12,1,186,NYABING,ST50PKT0YJFL,1L1,ST50PT0W37V
seed weight,293,20190208,280689,1,3,12,2,91,REEVES,ST50PKT0YJFK,1L2,ST50PT0W3R0
seed weight,293,20190208,280690,1,5.93,12,3,267,CHEYENNE,ST50PKT0YJFJ,1L3,ST50PT0W2Q2
seed weight,293,20190208,280691,1,1.77,12,4,77,SUNCO,ST50PKT0YJFH,1L4,ST50PT0W3ZK
seed weight,293,20190208,280692,1,1.62,12,5,250,EGA_STAMPEDE,ST50PKT0YJFG,1L5,ST50PT0W30G
seed weight,293,20190208,280693,1,1.15,12,6,259,KORD_CL_PLUS,ST50PKT0YJFF,1L6,ST50PT0W2VT
seed weight,293,20190208,280694,1,3.03,12,7,183,H45,ST50PKT0YJFD,1L7,ST50PT0W38F
seed weight,293,20190208,280695,1,1.38,12,8,189,PETRIE,ST50PKT0YJFC,1L8,ST50PT0W378
seed weight,293,20190208,280696,1,5.66,12,9,161,ITALY29,ST50PKT0YJFB,1L9,ST50PT0W3G8
seed weight,293,20190208,280697,1,8.41,12,10,126,STILETTO,ST50PKT0YJF9,1L10,ST50PT0W3P2
seed weight,293,20190208,280698,1,3.01,12,11,129,ROWAN,ST50PKT0YJF8,1L11,ST50PT0W3NH
seed weight,293,20190208,280699,1,1.25,12,12,77,SUNCO,ST50PKT0YJF7,1L12,ST50PT0W3ZJ
seed weight,293,20190208,280700,1,1.78,13,1,174,ALPOWA,ST50PKT0YJF6,1M1,ST50PT0W3CS
seed weight,293,20190208,280701,1,8.43,13,2,50,BINDAWARRA,ST50PKT0YJF5,1M2,ST50PT0W44R
seed weight,293,20190208,280702,1,NA,13,3,14,CURRAWA,ST50PKT0YJF4,1M3,ST50PT0W48J
seed weight,293,20190208,280703,1,1.77,13,4,49,BANKS,ST50PKT0YJF3,1M4,ST50PT0W44Z
seed weight,293,20190208,280704,1,5.93,13,5,54,ERADU,ST50PKT0YJF2,1M5,ST50PT0W40S
seed weight,293,20190208,280705,1,1.32,13,6,123,HOUTMAN,ST50PKT0YJF1,1M6,ST50PT0W3VG
seed weight,293,20190208,280706,1,4.09,13,7,227,CORRELL,ST50PKT0YJF0,1M7,ST50PT0W33B
seed weight,293,20190208,280707,1,3.69,13,8,190,LANG,ST50PKT0YJDZ,1M8,ST50PT0W372
seed weight,293,20190208,280708,1,1.59,13,9,3,FORTUNE,ST50PKT0YJDY,1M9,ST50PT0W47D
seed weight,293,20190208,280709,1,5.74,13,10,53,BODALLIN,ST50PKT0YJDX,1M10,ST50PT0W40Z
seed weight,293,20190208,280710,1,1.68,13,11,222,RAC875,ST50PKT0YJDW,1M11,ST50PT0W349
seed weight,293,20190208,280711,1,4.65,13,12,87,PEROUSE,ST50PKT0YJDV,1M12,ST50PT0W3RS
seed weight,293,20190208,280712,1,3.66,14,1,107,BEULAH,ST50PKT0YJDT,1N1,ST50PT0W3PJ
seed weight,293,20190208,280713,1,5.53,14,2,85,KELALAC,ST50PKT0YJDS,1N2,ST50PT0W3S5
seed weight,293,20190208,280714,1,6.14,14,3,165,RUMANIA3,ST50PKT0YJDR,1N3,ST50PT0W3FJ
seed weight,293,20190208,280715,1,2.32,14,4,11,RANEE,ST50PKT0YJDQ,1N4,ST50PT0W492
seed weight,293,20190208,280716,1,19.78,14,5,160,INDIA3,ST50PKT0YJDP,1N5,ST50PT0W3GH
seed weight,293,20190208,280717,1,6.58,14,6,114,DD118,ST50PKT0YJDN,1N6,ST50PT0W3X7
seed weight,293,20190208,280718,1,2.69,14,7,146,BUCKLEY,ST50PKT0YJDM,1N7,ST50PT0W3LT
seed weight,293,20190208,280719,1,2.52,14,8,69,WARBLER,ST50PKT0YJDL,1N8,ST50PT0W42P
seed weight,293,20190208,280720,1,1.51,14,9,27,GULAR,ST50PKT0YJDK,1N9,ST50PT0W4DG
seed weight,293,20190208,280721,1,3.53,14,10,52,AROONA,ST50PKT0YJDJ,1N10,ST50PT0W415
seed weight,293,20190208,280722,1,1.49,14,11,228,LIVINGSTON,ST50PKT0YJDH,1N11,ST50PT0W334
seed weight,293,20190208,280723,1,6.55,14,12,46,LANCE,ST50PKT0YJDG,1N12,ST50PT0W45G
seed weight,293,20190208,280724,1,6.23,15,1,221,EGA_CASTLE_ROCK,ST50PKT0YJDF,1O1,ST50PT0W34H
seed weight,293,20190208,280725,1,2.21,15,2,183,H45,ST50PKT0YJDD,1O2,ST50PT0W38D
seed weight,293,20190208,280726,1,5.4,15,3,280,TROJAN,ST50PKT0YJDC,1O3,ST50PT0W2SD
seed weight,293,20190208,280727,1,6.73,15,4,247,NAPAROO,ST50PKT0YJDB,1O4,ST50PT0W311
seed weight,293,20190208,280728,1,6.06,15,5,6,HUDSONS_EARLY_PURPLE_STRAW,ST50PKT0YJD9,1O5,ST50PT0W46V
seed weight,293,20190208,280729,1,2.49,15,6,188,BD225,ST50PKT0YJD8,1O6,ST50PT0W37G
seed weight,293,20190208,280730,1,9.08,15,7,162,PERSIA79,ST50PKT0YJD7,1O7,ST50PT0W3G1
seed weight,293,20190208,280731,1,4.36,15,8,204,SUNSOFT_98,ST50PKT0YJD6,1O8,ST50PT0W3C0
seed weight,293,20190208,280732,1,0.54,15,9,193,THORNBILL,ST50PKT0YJD5,1O9,ST50PT0W36G
seed weight,293,20190208,280733,1,1.52,15,10,102,BABAX,ST50PKT0YJD4,1O10,ST50PT0W3QG
seed weight,293,20190208,280734,1,9.91,15,11,59,SPEAR,ST50PKT0YJD3,1O11,ST50PT0W3ZT
seed weight,293,20190208,280735,1,2.06,15,12,69,WARBLER,ST50PKT0YJD2,1O12,ST50PT0W42N
seed weight,293,20190208,280736,1,13.82,16,1,170,AZERBAIJAN_W73337,ST50PKT0YJD1,1P1,ST50PT0W3DJ
seed weight,293,20190208,280737,1,1.55,16,2,77,SUNCO,ST50PKT0YJD0,1P2,ST50PT0W3ZH
seed weight,293,20190208,280738,1,2.34,16,3,34,YECORA_70,ST50PKT0YJCZ,1P3,ST50PT0W4C3
seed weight,293,20190208,280739,1,NA,16,4,256,ESTOC,ST50PKT0YJCY,1P4,ST50PT0W2WF
seed weight,293,20190208,280740,1,5.65,16,5,185,CALINGIRI,ST50PKT0YJCX,1P5,ST50PT0W381
seed weight,293,20190208,280741,1,4.63,16,6,152,FRANCE29,ST50PKT0YJCW,1P6,ST50PT0W3J1
seed weight,293,20190208,280742,1,5.48,16,7,110,EL240,ST50PKT0YJCV,1P7,ST50PT0W3Y0
seed weight,293,20190208,280743,1,2.41,16,8,237,SENTINEL,ST50PKT0YJCT,1P8,ST50PT0W2ZS
seed weight,293,20190208,280744,1,1.35,16,9,192,BABBLER,ST50PKT0YJCS,1P9,ST50PT0W36P
seed weight,293,20190208,280745,1,13.93,16,10,169,PERSIA8(2),ST50PKT0YJCR,1P10,ST50PT0W3DR
seed weight,293,20190208,280746,1,6.74,16,11,83,MOLINEUX,ST50PKT0YJCQ,1P11,ST50PT0W3YC
seed weight,293,20190208,280747,1,5.07,16,12,47,WARIGAL,ST50PKT0YJCP,1P12,ST50PT0W45C
seed weight,293,20190208,280748,1,3.72,17,1,216,GS50A,ST50PKT0YJCN,2A1,ST50PT0W2XC
seed weight,293,20190208,280749,1,6.97,17,2,54,ERADU,ST50PKT0YJCM,2A2,ST50PT0W40R
seed weight,293,20190208,280750,1,NA,17,3,14,CURRAWA,ST50PKT0YJCL,2A3,ST50PT0W48H
seed weight,293,20190208,280751,1,0.97,17,4,269,GLUYAS_EARLY,ST50PKT0YJCK,2A4,ST50PT0W2PN
seed weight,293,20190208,280752,1,2.93,17,5,97,BATAVIA,ST50PKT0YJCJ,2A5,ST50PT0W3T2
seed weight,293,20190208,280753,1,8.3,17,6,56,MATONG,ST50PKT0YJCH,2A6,ST50PT0W40D
seed weight,293,20190208,280754,1,0.81,17,7,213,EGA_WEDGETAIL,ST50PKT0YJCG,2A7,ST50PT0W2XY
seed weight,293,20190208,280755,1,3.14,17,8,136,TAMMIN,ST50PKT0YJCF,2A8,ST50PT0W3KJ
seed weight,293,20190208,280756,1,1.3,17,9,246,WAAGAN,ST50PKT0YJCD,2A9,ST50PT0W318
seed weight,293,20190208,280757,1,1.91,17,10,87,PEROUSE,ST50PKT0YJCC,2A10,ST50PT0W3RR
seed weight,293,20190208,280758,1,2.95,17,11,259,KORD_CL_PLUS,ST50PKT0YJCB,2A11,ST50PT0W2VS
seed weight,293,20190208,280759,1,NA,17,12,257,SABEL_CL_PLUS,ST50PKT0YJC9,2A12,ST50PT0W2W6
seed weight,293,20190208,280760,1,2.87,18,1,129,ROWAN,ST50PKT0YJC8,2B1,ST50PT0W3NG
seed weight,293,20190208,280761,1,4.05,18,2,212,WYALKATCHEM,ST50PKT0YJC7,2B2,ST50PT0W2Y5
seed weight,293,20190208,280762,1,7.3,18,3,165,RUMANIA3,ST50PKT0YJC6,2B3,ST50PT0W3FH
seed weight,293,20190208,280763,1,3.95,18,4,102,BABAX,ST50PKT0YJC5,2B4,ST50PT0W3QF
seed weight,293,20190208,280764,1,0.12,18,5,35,WW15,ST50PKT0YJC4,2B5,ST50PT0W4BW
seed weight,293,20190208,280765,1,4.27,18,6,137,DATATINE,ST50PKT0YJC3,2B6,ST50PT0W3KB
seed weight,293,20190208,280766,1,2.43,18,7,177,WORRAKATTA,ST50PKT0YJC2,2B7,ST50PT0W39L
seed weight,293,20190208,280767,1,2.44,18,8,210,DRYSDALE,ST50PKT0YJC1,2B8,ST50PT0W39V
seed weight,293,20190208,280768,1,2.24,18,9,98,EXCALIBUR,ST50PKT0YJC0,2B9,ST50PT0W3SW
seed weight,293,20190208,280769,1,4.02,18,10,196,MIRA,ST50PKT0YJBZ,2B10,ST50PT0W35W
seed weight,293,20190208,280770,1,1.46,18,11,108,GOROKE,ST50PKT0YJBY,2B11,ST50PT0W3PB
seed weight,293,20190208,280771,1,7.66,18,12,134,CURRAWONG,ST50PKT0YJBX,2B12,ST50PT0W3MJ
seed weight,293,20190208,280772,1,7.35,19,1,206,MAROMBI,ST50PKT0YJBW,2C1,ST50PT0W3BL
seed weight,293,20190208,280773,1,4.96,19,2,102,BABAX,ST50PKT0YJBV,2C2,ST50PT0W3QD
seed weight,293,20190208,280774,1,5.93,19,3,108,GOROKE,ST50PKT0YJBT,2C3,ST50PT0W3P9
seed weight,293,20190208,280775,1,1.74,19,4,221,EGA_CASTLE_ROCK,ST50PKT0YJBS,2C4,ST50PT0W34G
seed weight,293,20190208,280776,1,5.68,19,5,12,SABRE,ST50PKT0YJBR,2C5,ST50PT0W48W
seed weight,293,20190208,280777,1,7.5,19,6,274,TENNANT,ST50PKT0YJBQ,2C6,ST50PT0W2TJ
seed weight,293,20190208,280778,1,2.96,19,7,218,VENTURA,ST50PKT0YJBP,2C7,ST50PT0W2X0
seed weight,293,20190208,280779,1,2.6,19,8,219,GLOVER,ST50PKT0YJBN,2C8,ST50PT0W34W
seed weight,293,20190208,280780,1,6.72,19,9,65,SKUA,ST50PKT0YJBM,2C9,ST50PT0W43H
seed weight,293,20190208,280781,1,14.08,19,10,60,DAGGER,ST50PKT0YJBL,2C10,ST50PT0W44G
seed weight,293,20190208,280782,1,15.51,19,11,224,PUGSLEY,ST50PKT0YJBK,2C11,ST50PT0W33X
seed weight,293,20190208,280783,1,NA,19,12,189,PETRIE,ST50PKT0YJBJ,2C12,ST50PT0W377
seed weight,293,20190208,280784,1,7.26,20,1,149,DALMATIA5,ST50PKT0YJBH,2D1,ST50PT0W3L7
seed weight,293,20190208,280785,1,NA,20,2,251,DERRIMUT,ST50PKT0YJBG,2D2,ST50PT0W308
seed weight,293,20190208,280786,1,6.54,20,3,281,WEDIN,ST50PKT0YJBF,2D3,ST50PT0W2S5
seed weight,293,20190208,280787,1,2.94,20,4,119,RAC655,ST50PKT0YJBD,2D4,ST50PT0W3W8
seed weight,293,20190208,280788,1,5.18,20,5,21,INSIGNIA,ST50PKT0YJBC,2D5,ST50PT0W4FK
seed weight,293,20190208,280789,1,2.26,20,6,70,BLADE,ST50PKT0YJBB,2D6,ST50PT0W42J
seed weight,293,20190208,280790,1,3.75,20,7,19,ETAWAH,ST50PKT0YJB9,2D7,ST50PT0W4FZ
seed weight,293,20190208,280791,1,NA,20,8,138,LEICHHARDT,ST50PKT0YJB8,2D8,ST50PT0W3K4
seed weight,293,20190208,280792,1,1.53,20,9,101,WEAVER,ST50PKT0YJB7,2D9,ST50PT0W3QP
seed weight,293,20190208,280793,1,2.82,20,10,215,REES,ST50PKT0YJB6,2D10,ST50PT0W2XL
seed weight,293,20190208,280794,1,2.48,20,11,73,KULIN,ST50PKT0YJB5,2D11,ST50PT0W41Y
seed weight,293,20190208,280795,1,6.84,20,12,133,VF519,ST50PKT0YJB4,2D12,ST50PT0W3MQ
seed weight,293,20190208,280796,1,7.98,21,1,206,MAROMBI,ST50PKT0YJB3,2.00E+01,ST50PT0W3BK
seed weight,293,20190208,280797,1,4.05,21,2,147,KRICHAUFF,ST50PKT0YJB2,2.00E+02,ST50PT0W3LL
seed weight,293,20190208,280798,1,2.52,21,3,285,MEXICO20,ST50PKT0YJB1,2.00E+03,ST50PT0W2RF
seed weight,293,20190208,280799,1,3.58,21,4,139,VH782,ST50PKT0YJB0,2.00E+04,ST50PT0W3JX
seed weight,293,20190208,280800,1,4.12,21,5,86,COBRA,ST50PKT0YJ9Z,2.00E+05,ST50PT0W3RY
seed weight,293,20190208,280801,1,2.54,21,6,89,LARK,ST50PKT0YJ9Y,2.00E+06,ST50PT0W3RD
seed weight,293,20190208,280802,1,3.45,21,7,246,WAAGAN,ST50PKT0YJ9X,2.00E+07,ST50PT0W317
seed weight,293,20190208,280803,1,2.18,21,8,215,REES,ST50PKT0YJ9W,2.00E+08,ST50PT0W2XK
seed weight,293,20190208,280804,1,8.18,21,9,74,ROSELLA,ST50PKT0YJ9V,2.00E+09,ST50PT0W41Q
seed weight,293,20190208,280805,1,5.06,21,10,110,EL240,ST50PKT0YJ9T,2.00E+10,ST50PT0W3XZ
seed weight,293,20190208,280806,1,6.61,21,11,224,PUGSLEY,ST50PKT0YJ9S,2.00E+11,ST50PT0W33W
seed weight,293,20190208,280807,1,7.03,21,12,245,ENDURE,ST50PKT0YJ9R,2.00E+12,ST50PT0W31G
seed weight,293,20190208,280808,1,4.92,22,1,32,KITE,ST50PKT0YJ9Q,2F1,ST50PT0W4CG
seed weight,293,20190208,280809,1,NA,22,2,72,VULCAN,ST50PKT0YJ9P,2F2,ST50PT0W423
seed weight,293,20190208,280810,1,4.57,22,3,27,GULAR,ST50PKT0YJ9N,2F3,ST50PT0W4DF
seed weight,293,20190208,280811,1,6.62,22,4,45,TINCURRIN,ST50PKT0YJ9M,2F4,ST50PT0W45R
seed weight,293,20190208,280812,1,4.16,22,5,90,CORRIGIN,ST50PKT0YJ9L,2F5,ST50PT0W3R6
seed weight,293,20190208,280813,1,3.19,22,6,262,WALLUP,ST50PKT0YJ9K,2F6,ST50PT0W2R1
seed weight,293,20190208,280814,1,4.63,22,7,237,SENTINEL,ST50PKT0YJ9J,2F7,ST50PT0W2ZR
seed weight,293,20190208,280815,1,2.74,22,8,239,ESPADA,ST50PKT0YJ9H,2F8,ST50PT0W2ZD
seed weight,293,20190208,280816,1,4.44,22,9,41,MERLIN,ST50PKT0YJ9G,2F9,ST50PT0W49Q
seed weight,293,20190208,280817,1,3.38,22,10,117,BARUNGA,ST50PKT0YJ9F,2F10,ST50PT0W3WM
seed weight,293,20190208,280818,1,8.16,22,11,148,GREECE22,ST50PKT0YJ9D,2F11,ST50PT0W3LF
seed weight,293,20190208,280819,1,2.06,22,12,192,BABBLER,ST50PKT0YJ9C,2F12,ST50PT0W36N
seed weight,293,20190208,280820,1,7.67,23,1,151,FRANCE26,ST50PKT0YJ9B,2G1,ST50PT0W3J7
seed weight,293,20190208,280821,1,5.71,23,2,267,CHEYENNE,ST50PKT0YJ99,2G2,ST50PT0W2Q1
seed weight,293,20190208,280822,1,5.95,23,3,121,DD007,ST50PKT0YJ98,2G3,ST50PT0W3VV
seed weight,293,20190208,280823,1,5.9,23,4,168,PERSIA8(1),ST50PKT0YJ97,2G4,ST50PT0W3DX
seed weight,293,20190208,280824,1,2.82,23,5,255,EGA_EAGLEHAWK,ST50PKT0YJ96,2G5,ST50PT0W2WM
seed weight,293,20190208,280825,1,0.65,23,6,58,OSPREY,ST50PKT0YJ95,2G6,ST50PT0W400
seed weight,293,20190208,280826,1,1.47,23,7,236,EGA_KIDMAN,ST50PKT0YJ94,2G7,ST50PT0W2ZZ
seed weight,293,20190208,280827,1,1.44,23,8,238,AXE,ST50PKT0YJ93,2G8,ST50PT0W2ZK
